"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","Ortsteil","id"
"Fünfseen-Schule","","","Starnberg","Bayern","Programm","","Be smart - don't Start","","12"
"Eduard-Spranger-Schule","","","Mannheim","Baden-Württemberg","Programm","","Be smart - don't Start","","1"
"Windthorst-Gymnasium","","","Meppen","Niedersachsen","Programm","","Be smart - don't Start","","21"
"Comenius-Schule","","","Königsbach-Stein","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Gymnasium Mainz-Oberstadt","","","Mainz","Rheinland Pfalz","Programm","","Be smart - don't Start","","3"
"Oberschule Am Knöchel","","","Sebnitz","Sachsen","Programm","","Be smart - don't Start","","6"
"Conrad-Graf-Preysing-Realschule","","","Plattling","Bayern","Programm","","Be smart - don't Start","","4"
"Pestalozzischule","","","Bönen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","5"
"Oberschule Rangsdorf","","","Rangsdorf","Brandenburg","Programm","","Be smart - don't Start","","6"
"Schule am Ernst-Reuter-Platz","","","Bremen","Bremen","Programm","","Be smart - don't Start","","175"
"Grimmeschule","","","Arnsberg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","36"
"Oberschule Müncheberg","","","Müncheberg","Brandenburg","Programm","","Be smart - don't Start","","2"
"Oberschule Schiffdorf","","","Schiffdorf","Niedersachsen","Programm","","Be smart - don't Start","","10"
"Maria-Ward-Gymnasium","","","Bamberg","Bayern","Programm","","Be smart - don't Start","","40"
"Askfelt Danske Skole","","","Ascheffel","Schleswig Holstein","Programm","","Be smart - don't Start","","1"
"Paul-Werner-Oberschule","","","Cottbus","Brandenburg","Programm","","Be smart - don't Start","","37"
"Hemingway-Schule","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Goethe-Oberschule","","","Kremmen","Brandenburg","Programm","","Be smart - don't Start","","3"
"Konrad-Adenauer-Gymnasium","","","Kleve","Nordrhein Westphalen","Programm","","Be smart - don't Start","","18"
"Robert-Bosch-Schule","","","Ulm","Baden-Württemberg","Programm","","Be smart - don't Start","","40"
"Fritz-Winter-Gesamtschule","","","Ahlen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","20"
"Große Schule","","","Wolfenbüttel","Niedersachsen","Programm","","Be smart - don't Start","","25"
"Mathias-von-Neuenburg-Schule","","","Neuenburg am Rhein","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Gemeinschaftsschule Wiesenfeld","","","Glinde","Schleswig Holstein","Programm","","Be smart - don't Start","","6"
"Herschelschule","","","Hannover","Niedersachsen","Programm","","Be smart - don't Start","","173"
"Pestalozzischule","","","Brühl","Nordrhein Westphalen","Programm","","Be smart - don't Start","","26"
"Christliche Gesamtschule Bleibergquelle","","","Velbert","Nordrhein Westphalen","Programm","","Be smart - don't Start","","31"
"Wilhelm-Löhe-Gesamtschule","","","Nürnberg","Bayern","Programm","","Be smart - don't Start","","138"
"Oberschule am Sonnenberg","","","Berge","Niedersachsen","Programm","","Be smart - don't Start","","34"
"Lise-Meitner-Gymnasium","","","Geldern","Nordrhein Westphalen","Programm","","Be smart - don't Start","","17"
"Theresien-Gymnasium","","","Ansbach","Bayern","Programm","","Be smart - don't Start","","28"
"Konrad-Adenauer Realschule plus","","","Landau in der Pfalz","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Sekundarschule Legden Rosendahl","","","Rosendahl","Nordrhein Westphalen","Programm","","Be smart - don't Start","","4"
"Gem. Hauptschule Troisdorf","","","Troisdorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","23"
"Städtisches Sophie-Scholl-Gymnasium","","","München","Bayern","Programm","","Be smart - don't Start","","370"
"Freie Waldorfschule","","","Schwäbisch Gmünd","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Konrad-Duden-Schule","","","Bad Hersfeld","Hessen","Programm","","Be smart - don't Start","","0"
"Gesamtschule Hardenstein","","","Witten","Nordrhein Westphalen","Programm","","Be smart - don't Start","","82"
"Ohmtalschule","","","Homberg, Ohm","Hessen","Programm","","Be smart - don't Start","","0"
"Otto-Hahn-Schule","","","Frankfurt a. M.","Hessen","Programm","","Be smart - don't Start","","0"
"Haupt- und Realschule Ostrhauderfehn","","","Ostrhauderfehn","Niedersachsen","Programm","","Be smart - don't Start","","3"
"Gesamtschule Mücke","","","Mücke","Hessen","Programm","","Be smart - don't Start","","0"
"Stadtteilschule Kirchwerder","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Sekundarschule LebenLernen","","","Schönebeck (Elbe)","Sachsen Anhalt","Programm","","Be smart - don't Start","","15"
"Wilhelm-Filchner-Schule","","","Wolfhagen","Hessen","Programm","","Be smart - don't Start","","0"
"Kooperative Gesamtschule Neustadt","","","Neustadt","Niedersachsen","Programm","","Be smart - don't Start","","96"
"Dominikus-Zimmermann-Gymnasium","","","Landsberg","Bayern","Programm","","Be smart - don't Start","","27"
"Schule am See","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Spessart-Gymnasium","","","Alzenau","Bayern","Programm","","Be smart - don't Start","","7"
"Gymnasium Goch","","","Goch","Nordrhein Westphalen","Programm","","Be smart - don't Start","","14"
"Johann-Comenius-Schule Thesdorf","","","Pinneberg","Schleswig Holstein","Programm","","Be smart - don't Start","","12"
"Werkrealschule Würtingen","","","St. Johann","Baden-Württemberg","Programm","","Be smart - don't Start","","3"
"Mittelschule Finsing","","","Finsing","Bayern","Programm","","Be smart - don't Start","","2"
"Gesamtschule Weierheide","","","Oberhausen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","55"
"Oberschule Uplengen","","","Uplengen","Niedersachsen","Programm","","Be smart - don't Start","","3"
"Ernst-Elias-Niebergall-Schule","","","Darmstadt","Hessen","Programm","","Be smart - don't Start","","0"
"Goethe-Oberschule","","","Wilthen","Sachsen","Programm","","Be smart - don't Start","","4"
"Auerberg-Schule","","","Walldürn","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Oberschule Geestemünde","","","Bremen","Bremen","Programm","","Be smart - don't Start","","175"
"ReBBZ Eimsbüttel","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Friedrich-Ebert-Schule","","","Mühlheim","Hessen","Programm","","Be smart - don't Start","","0"
"Albert-Einstein-Gymnasium","","","Ravensburg","Baden-Württemberg","Programm","","Be smart - don't Start","","1"
"Realschule Dialog","","","Köln","Nordrhein Westphalen","Programm","","Be smart - don't Start","","324"
"Auenwaldschule","","","Böklund","Schleswig Holstein","Programm","","Be smart - don't Start","","2"
"Otto-Hahn-Schule","","","Hanau","Hessen","Programm","","Be smart - don't Start","","0"
"Städt. Gesamtschule Nettetal","","","Nettetal","Nordrhein Westphalen","Programm","","Be smart - don't Start","","11"
"Grundschule Casekow","","","Casekow","Brandenburg","Programm","","Be smart - don't Start","","1"
"Gemeinschaftsschule Altenholz","","","Altenholz","Schleswig Holstein","Programm","","Be smart - don't Start","","4"
"Gymnasium Buchloe","","","Buchloe","Bayern","Programm","","Be smart - don't Start","","5"
"Marienschule","","","Emsdetten","Nordrhein Westphalen","Programm","","Be smart - don't Start","","13"
"Oberschule Zschorlau","","","Zschorlau","Sachsen","Programm","","Be smart - don't Start","","2"
"Heinrich-Böll-Gymnasium","","","Ludwigshafen am Rhein","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Ignaz-Reder-Realschule","","","Mellrichstadt","Bayern","Programm","","Be smart - don't Start","","4"
"Willi-Graf-Realschule","","","Saarbrücken","Saarland","Programm","","Be smart - don't Start","","1"
"Fürstenberg-Gymnasium","","","Recke","Nordrhein Westphalen","Programm","","Be smart - don't Start","","9"
"Katholische Schule Harburg","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Gymnasium Buckhorn","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Steigerwald-Landschulheim","","","Wiesentheid","Bayern","Programm","","Be smart - don't Start","","3"
"Schule am Thorsberger Moor","","","Süderbrarup","Schleswig Holstein","Programm","","Be smart - don't Start","","3"
"Freie Waldorfschule Gütersloh","","","Gütersloh","Nordrhein Westphalen","Programm","","Be smart - don't Start","","37"
"Grund- und Gemeinschaftsschule Boostedt","","","Boostedt","Schleswig Holstein","Programm","","Be smart - don't Start","","1"
"Maria-Ward-Realschule","","","Neuhaus","Bayern","Programm","","Be smart - don't Start","","19"
"Realschule Frechen","","","Frechen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","15"
"Städt. Realschule Bockum-Hövel","","","Hamm","Nordrhein Westphalen","Programm","","Be smart - don't Start","","99"
"Schule an der Hagedornstraße","","","Oberhausen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","55"
"Geschw.-Scholl-Schule","","","Konstanz","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Sekundarschule Werl","","","Werl","Nordrhein Westphalen","Programm","","Be smart - don't Start","","18"
"Ulstertalschule","","","Hilders","Hessen","Programm","","Be smart - don't Start","","0"
"Marianne-Weber-Gymnasium","","","Lemgo","Nordrhein Westphalen","Programm","","Be smart - don't Start","","19"
"Kapellen-Mittelschule","","","Augsburg","Bayern","Programm","","Be smart - don't Start","","83"
"Anne-Frank-Schule","","","Wendlingen am Neckar","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Schule im Nibelungenviertel","","","Bernau bei Berlin","Brandenburg","Programm","","Be smart - don't Start","","17"
"Städt. Ritzefeld Gymnasium","","","Stolberg (Rhld.)","Nordrhein Westphalen","Programm","","Be smart - don't Start","","21"
"Schule im Augustental","","","Schönkirchen","Schleswig Holstein","Programm","","Be smart - don't Start","","2"
"Bettina-von-Arnim-Schule","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Wilhelm-Wisser-Schule","","","Eutin","Schleswig Holstein","Programm","","Be smart - don't Start","","6"
"Mittelschule Wolfratshausen-Waldram","","","Wolfratshausen","Bayern","Programm","","Be smart - don't Start","","6"
"Martin-Luther-King-Schule","","","Münster","Nordrhein Westphalen","Programm","","Be smart - don't Start","","122"
"Christian-Gottfried-Ehrenberg-Gymnasium","","","Delitzsch","Sachsen","Programm","","Be smart - don't Start","","20"
"August-Benninghaus-Schule","","","Ankum","Niedersachsen","Programm","","Be smart - don't Start","","2"
"Klosterhof-Gemeinschaftsschule","","","Itzehoe","Schleswig Holstein","Programm","","Be smart - don't Start","","15"
"Staatliche Gemeinschaftsschule Stadtilm","","","Stadtilm","Thüringen","Programm","","Be smart - don't Start","","2"
"Beuditz-Sekundarschule","","","Weißenfels","Sachsen Anhalt","Programm","","Be smart - don't Start","","20"
"Sally-Bein-Gymnasium","","","Beelitz","Brandenburg","Programm","","Be smart - don't Start","","6"
"Mannlich-Realschule plus","","","Zweibrücken","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Philipp-Reis-Schule","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Städt. Graf-Stauffenberg-Wirtschaftsschule","","","Bamberg","Bayern","Programm","","Be smart - don't Start","","40"
"Christoph-Jacob-Treu-Gymnasium","","","Lauf","Bayern","Programm","","Be smart - don't Start","","15"
"Mittelschule Höchberg","","","Höchberg","Bayern","Programm","","Be smart - don't Start","","3"
"ReBBZ Wandsbek-Nord","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Heinrich-Schickhardt-Schule","","","Bad Boll","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Maria-Ward-Gymnasium","","","Günzburg","Bayern","Programm","","Be smart - don't Start","","13"
"Geschwister-Scholl-Schule","","","Emsdetten","Nordrhein Westphalen","Programm","","Be smart - don't Start","","13"
"Kurt-Tucholsky-Schule","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Gymnasium Marktoberdorf","","","Marktoberdorf","Bayern","Programm","","Be smart - don't Start","","8"
"Mittelschule Roding","","","Roding","Bayern","Programm","","Be smart - don't Start","","3"
"Dr. Hugo Rosenthal Oberschule","","","Hohen Neuendorf","Brandenburg","Programm","","Be smart - don't Start","","8"
"Freie Waldorfschule","","","Wöhrden","Schleswig Holstein","Programm","","Be smart - don't Start","","0"
"Willy-Brandt-Gesamtschule","","","Bergkamen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","14"
"Realschule Lindenberg","","","Lindenberg","Bayern","Programm","","Be smart - don't Start","","9"
"Staatliche Regelschule Burgenland","","","Günthersleben-Wechmar","Thüringen","Programm","","Be smart - don't Start","","2"
"Meldorfer Gelehrtenschule","","","Meldorf","Schleswig Holstein","Programm","","Be smart - don't Start","","6"
"Lilienhof-Schule","","","Staufen im Breisgau","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Gymnasium am Neandertal","","","Erkrath","Nordrhein Westphalen","Programm","","Be smart - don't Start","","12"
"Integrierte Gesamtschule Peine","","","Peine","Niedersachsen","Programm","","Be smart - don't Start","","23"
"Wittmackschule","","","Otterndorf","Niedersachsen","Programm","","Be smart - don't Start","","5"
"Albert-Schweitzer-Schule","","","Vechelde","Niedersachsen","Programm","","Be smart - don't Start","","6"
"Gesamtschule Elsdorf","","","Elsdorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","9"
"L.-Windthorst-Schule","","","Hannover","Niedersachsen","Programm","","Be smart - don't Start","","173"
"Theodor-Heuss-Realschule","","","Hameln","Niedersachsen","Programm","","Be smart - don't Start","","30"
"Erich-Fried-Gesamtschule","","","Herne","Nordrhein Westphalen","Programm","","Be smart - don't Start","","47"
"Georg-Büchner-Schule","","","Erlensee","Hessen","Programm","","Be smart - don't Start","","0"
"Theodor Goldschmidt Realschule","","","Essen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","186"
"Jakob-Emele-Realschule","","","Bad Schussenried","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Stadtteilschule Barmbek","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Städt. Kopernikus-Gymnasium","","","Rheine","Nordrhein Westphalen","Programm","","Be smart - don't Start","","34"
"Integrierte Gesamtschule Lüneburg","","","Lüneburg","Niedersachsen","Programm","","Be smart - don't Start","","36"
"Olof-Palme-Gesamtschule","","","Hiddenhausen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","7"
"Wilhelm-Leuschner-Schule","","","Darmstadt","Hessen","Programm","","Be smart - don't Start","","0"
"Lise-Meitner-Schule","","","Stuhr","Niedersachsen","Programm","","Be smart - don't Start","","7"
"Lise-Meitner-Gymnasium","","","Norderstedt","Schleswig Holstein","Programm","","Be smart - don't Start","","23"
"Regionale Schule","","","Lübz","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","4"
"Städt. Heinrich-Heine-Gymnasium","","","Bottrop","Nordrhein Westphalen","Programm","","Be smart - don't Start","","35"
"Hiberniaschule","","","Herne","Nordrhein Westphalen","Programm","","Be smart - don't Start","","47"
"Gesamtschule Mittelkreis","","","Goch","Nordrhein Westphalen","Programm","","Be smart - don't Start","","14"
"Konrad-Adenauer-Gymnasium","","","Bonn","Nordrhein Westphalen","Programm","","Be smart - don't Start","","112"
"Mittelschule Würzburg-Zellerau","","","Würzburg","Bayern","Programm","","Be smart - don't Start","","57"
"Otto-Pankok-Schule","","","Mülheim an der Ruhr","Nordrhein Westphalen","Programm","","Be smart - don't Start","","39"
"Schule am Wald","","","Vierlinden/OT Worin","Brandenburg","Programm","","Be smart - don't Start","","1"
"Gymnasium Geithain","","","Geithain","Sachsen","Programm","","Be smart - don't Start","","11"
